project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_split
2,M661,OLD MABLE DEAN BACON VOC HS AX,SCA CIP,WORK REQUIRED TO OBTAIN C OF O,Design,09/16/2008,10/30/2008,09/16/2008,55000,171391.0,146190.0,0000622222,True,CIP
2,M661,MNHT COMPR. NIGHT & DAY HS - M,SCA IEH,IEH PO18-BASEMENT IT OFFICE AND SERVER ROOM,Construction,08/09/2017,IEH,12/23/2017,IEH,20623.0,1526.0,0000048048,False,SCA
2,M661,MNHT COMPR. NIGHT & DAY HS - M,SCA IEH,IEH PO18-BASEMENT IT OFFICE AND SERVER ROOM,Construction,08/09/2017,IEH,12/23/2017,IEH,20623.0,1526.0,0000048048,False,IEH
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,01/13/2017,05/15/2017,02/08/2017,0,3174.0,3174.0,0000800742,False,SCA
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,01/13/2017,05/15/2017,02/08/2017,0,3174.0,3174.0,0000800742,False,CIP
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,01/13/2017,05/15/2017,02/08/2017,0,3174.0,3174.0,0000800742,False,RESOA
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,02/08/2017,08/08/2017,04/12/2017,13360,12760.0,12760.0,0000800742,False,SCA
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,02/08/2017,08/08/2017,04/12/2017,13360,12760.0,12760.0,0000800742,False,CIP
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,02/08/2017,08/08/2017,04/12/2017,13360,12760.0,12760.0,0000800742,False,RESOA
2,M807,HARVEY MILK SCHOOL - MANHATTAN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,06/24/2013,12/31/2013,09/30/2017,DIIX,164632.0,164632.0,0000776339,True,DIIT
2,M833,HS FOR ECONOMICS & FINANCE - M,SCA IEH,"IEH PO18-ROOMS -303, 304, 307, 308, 509, 510, 504",Construction,12/29/2016,IEH,07/02/2017,IEH,168513.0,2797.0,0000044725,False,SCA
2,M833,HS FOR ECONOMICS & FINANCE - M,SCA IEH,"IEH PO18-ROOMS -303, 304, 307, 308, 509, 510, 504",Construction,12/29/2016,IEH,07/02/2017,IEH,168513.0,2797.0,0000044725,False,IEH
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,06/16/2015,11/13/2015,11/09/2015,54315,76056.0,76056.0,0000821944,False,SCA
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,06/16/2015,11/13/2015,11/09/2015,54315,76056.0,76056.0,0000832931,False,SCA
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,06/16/2015,11/13/2015,11/09/2015,54315,76056.0,76056.0,0000821944,False,CIP
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,06/16/2015,11/13/2015,11/09/2015,54315,76056.0,76056.0,0000832931,False,CIP
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,02/26/2016,08/26/2016,11/18/2016,217260,369930.0,298058.0,0000821944,False,SCA
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,02/26/2016,08/26/2016,11/18/2016,217260,369930.0,298058.0,0000832931,False,SCA
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,02/26/2016,08/26/2016,11/18/2016,217260,369930.0,298058.0,0000821944,False,CIP
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,02/26/2016,08/26/2016,11/18/2016,217260,369930.0,298058.0,0000832931,False,CIP
2,M844,M721 SPED - MANHATTAN,SCA IEH,IEH PO18-8TH FL CONFERENCE ROOM,Construction,08/11/2017,IEH,12/02/2017,IEH,27716.0,2170.0,0000048106,False,SCA
2,M844,M721 SPED - MANHATTAN,SCA IEH,IEH PO18-8TH FL CONFERENCE ROOM,Construction,08/11/2017,IEH,12/02/2017,IEH,27716.0,2170.0,0000048106,False,IEH
2,M874,BARUCH COLLEGE CAMPUS HS - M,SCA IEH,IEH PO18-ROOM 510,Construction,10/13/2017,IEH,10/15/2017,IEH,41340.0,5478.0,0000049006,False,SCA
2,M874,BARUCH COLLEGE CAMPUS HS - M,SCA IEH,IEH PO18-ROOM 510,Construction,10/13/2017,IEH,10/15/2017,IEH,41340.0,5478.0,0000049006,False,IEH
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,IEH PO18-ROOM 403 & STUDENT BATHROOM,Construction,06/22/2017,IEH,10/03/2017,IEH,762.0,762.0,0000047410,False,SCA
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,IEH PO18-ROOM 403 & STUDENT BATHROOM,Construction,06/22/2017,IEH,10/03/2017,IEH,762.0,762.0,0000047410,False,IEH
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,"IEH PO18-2ND FL BOYS BATH, 6TH FL HALLWAY, ROOM 60",Construction,08/24/2017,IEH,09/01/2017,IEH,26529.0,1530.0,0000048345,False,SCA
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,"IEH PO18-2ND FL BOYS BATH, 6TH FL HALLWAY, ROOM 60",Construction,08/24/2017,IEH,09/01/2017,IEH,26529.0,1530.0,0000048345,False,IEH
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-OUTSIDE ROOM 108,Construction,05/30/2017,IEH,11/16/2017,IEH,1956.0,1456.0,0000047025,False,SCA
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-OUTSIDE ROOM 108,Construction,05/30/2017,IEH,11/16/2017,IEH,1956.0,1456.0,0000047025,False,IEH
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-ROOM 312,Construction,11/03/2017,IEH,11/25/2017,IEH,34409.0,3922.0,0000049229,False,SCA
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-ROOM 312,Construction,11/03/2017,IEH,11/25/2017,IEH,34409.0,3922.0,0000049229,False,IEH
3,M044,P.S. 334 - MANHATTAN,SCA IEH,IEH PO18-KITCHEN DELIVERY ENTRANCE,Construction,08/31/2017,IEH,09/01/2017,IEH,14020.0,1846.0,0000048525,False,SCA
3,M044,P.S. 334 - MANHATTAN,SCA IEH,IEH PO18-KITCHEN DELIVERY ENTRANCE,Construction,08/31/2017,IEH,09/01/2017,IEH,14020.0,1846.0,0000048525,False,IEH
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Scope,07/02/2014,11/18/2014,10/28/2014,26490,48680.0,39668.0,0000785205,False,SCA
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Scope,07/02/2014,11/18/2014,10/28/2014,26490,48680.0,39668.0,0000785205,False,CIP
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Design,12/03/2014,05/06/2015,07/14/2015,97130,92328.0,67276.0,0000785205,False,SCA
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Design,12/03/2014,05/06/2015,07/14/2015,97130,92328.0,67276.0,0000785205,False,CIP
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,07/11/2013,12/12/2013,02/14/2014,110989,75354.0,75354.0,0000775607,False,SCA
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,07/11/2013,12/12/2013,02/14/2014,110989,75354.0,75354.0,0000775608,False,SCA
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,07/11/2013,12/12/2013,02/14/2014,110989,75354.0,75354.0,0000775607,False,CIP
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,07/11/2013,12/12/2013,02/14/2014,110989,75354.0,75354.0,0000775608,False,CIP
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,02/18/2014,07/18/2014,07/25/2014,436623,467318.0,445008.0,0000775607,False,SCA
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,02/18/2014,07/18/2014,07/25/2014,436623,467318.0,445008.0,0000775608,False,SCA
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,02/18/2014,07/18/2014,07/25/2014,436623,467318.0,445008.0,0000775607,False,CIP
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,02/18/2014,07/18/2014,07/25/2014,436623,467318.0,445008.0,0000775608,False,CIP
3,M075,P.S. 75 - MANHATTAN,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,04/02/2015,05/26/2017,05/26/2017,96329,96329.0,96329.0,,False,DCAS
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,03/02/2017,06/30/2017,04/04/2017,0,12434.0,12434.0,0000844204,False,SCA
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,03/02/2017,06/30/2017,04/04/2017,0,12434.0,12434.0,0000844204,False,CIP
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,03/02/2017,06/30/2017,04/04/2017,0,12434.0,12434.0,0000844204,False,RESOA
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,04/04/2017,09/01/2017,05/12/2017,18169,8337.0,2472.0,0000844204,False,SCA
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,04/04/2017,09/01/2017,05/12/2017,18169,8337.0,2472.0,0000844204,False,CIP
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,04/04/2017,09/01/2017,05/12/2017,18169,8337.0,2472.0,0000844204,False,RESOA
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,06/27/2017,01/22/2018,11/14/2017,266472,256463.0,181106.0,0000844204,False,SCA
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,06/27/2017,01/22/2018,11/14/2017,266472,256463.0,181106.0,0000844204,False,CIP
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,06/27/2017,01/22/2018,11/14/2017,266472,256463.0,181106.0,0000844204,False,RESOA
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",06/27/2017,01/22/2018,11/14/2017,18169,28375.0,10797.0,0000844204,False,SCA
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",06/27/2017,01/22/2018,11/14/2017,18169,28375.0,10797.0,0000844204,False,CIP
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",06/27/2017,01/22/2018,11/14/2017,18169,28375.0,10797.0,0000844204,False,RESOA
3,M076,P.S. 76 - MANHATTAN,SCA IEH,IEH PO18-ROOM 221 & HALLWAY NEAR ROOM 329,Construction,06/14/2017,IEH,07/22/2017,IEH,15329.0,2644.0,0000047312,False,SCA
3,M076,P.S. 76 - MANHATTAN,SCA IEH,IEH PO18-ROOM 221 & HALLWAY NEAR ROOM 329,Construction,06/14/2017,IEH,07/22/2017,IEH,15329.0,2644.0,0000047312,False,IEH
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Scope,07/22/2015,10/22/2015,04/22/2016,39525,43607.0,43607.0,0000822215,False,SCA
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Scope,07/22/2015,10/22/2015,04/22/2016,39525,43607.0,43607.0,0000822215,False,CIP
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Design,04/27/2016,09/27/2016,05/17/2017,158100,153974.0,118692.0,0000822215,False,SCA
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Design,04/27/2016,09/27/2016,05/17/2017,158100,153974.0,118692.0,0000822215,False,CIP
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Scope,05/22/2013,10/07/2013,08/16/2013,0,97351.0,79730.0,0000776001,False,SCA
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Scope,05/22/2013,10/07/2013,08/16/2013,0,97351.0,79730.0,0000776001,False,CIP
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Scope,05/22/2013,10/07/2013,08/16/2013,0,97351.0,79730.0,0000776001,False,RESOA
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Design,04/07/2016,09/07/2016,10/17/2016,150375,121558.0,89874.0,0000776001,False,SCA
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Design,04/07/2016,09/07/2016,10/17/2016,150375,121558.0,89874.0,0000776001,False,CIP
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Design,04/07/2016,09/07/2016,10/17/2016,150375,121558.0,89874.0,0000776001,False,RESOA
3,M084,P.S. 84 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 336, 232, 128",Construction,09/21/2017,IEH,12/10/2017,IEH,79916.0,2684.0,0000048671,False,SCA
3,M084,P.S. 84 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 336, 232, 128",Construction,09/21/2017,IEH,12/10/2017,IEH,79916.0,2684.0,0000048671,False,IEH
3,M087,P.S. 87 - MANHATTAN,SCA IEH,IEH PO18-GYM,Construction,08/03/2016,IEH,12/07/2017,IEH,2467.0,2467.0,0000042305,False,SCA
3,M087,P.S. 87 - MANHATTAN,SCA IEH,IEH PO18-GYM,Construction,08/03/2016,IEH,12/07/2017,IEH,2467.0,2467.0,0000042305,False,IEH
3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,06/29/2017,09/26/2017,09/26/2017,DOES,162719.0,162719.0,0000808861,False,DOE
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,12/15/2015,04/01/2016,04/22/2016,19125,33195.0,33195.0,0000843677,False,SCA
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,12/15/2015,04/01/2016,04/22/2016,19125,33195.0,33195.0,0000843677,False,CIP
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,04/27/2016,09/27/2016,04/04/2017,76500,127083.0,69045.0,0000843677,False,SCA
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,04/27/2016,09/27/2016,04/04/2017,76500,127083.0,69045.0,0000843677,False,CIP
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Scope,02/17/2017,06/20/2017,04/20/2017,6832,125.0,125.0,0000865809,False,SCA
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Scope,02/17/2017,06/20/2017,04/20/2017,6832,125.0,125.0,0000865809,False,CIP
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Design,05/17/2017,10/18/2017,12/13/2017,25050,500.0,500.0,0000865809,False,SCA
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Design,05/17/2017,10/18/2017,12/13/2017,25050,500.0,500.0,0000865809,False,CIP
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,08/25/2017,12/26/2017,09/29/2017,7774,2580.0,2580.0,0000867041,False,SCA
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,08/25/2017,12/26/2017,09/29/2017,7774,2580.0,2580.0,0000867041,False,CIP
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,08/14/2013,09/04/2014,08/22/2014,45091,38906.0,38906.0,0000777221,False,SCA
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,08/14/2013,09/04/2014,08/22/2014,45091,38906.0,38906.0,0000799534,False,SCA
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,08/14/2013,09/04/2014,08/22/2014,45091,38906.0,38906.0,0000777221,False,CIP
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,08/14/2013,09/04/2014,08/22/2014,45091,38906.0,38906.0,0000799534,False,CIP
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,09/11/2014,07/23/2015,06/05/2015,171681,177798.0,170021.0,0000777221,False,SCA
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,09/11/2014,07/23/2015,06/05/2015,171681,177798.0,170021.0,0000799534,False,SCA
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,09/11/2014,07/23/2015,06/05/2015,171681,177798.0,170021.0,0000777221,False,CIP
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,09/11/2014,07/23/2015,06/05/2015,171681,177798.0,170021.0,0000799534,False,CIP
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 401,Construction,06/21/2017,IEH,08/01/2017,IEH,10926.0,3220.0,0000047400,False,SCA
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 401,Construction,06/21/2017,IEH,08/01/2017,IEH,10926.0,3220.0,0000047400,False,IEH
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 117 CLOSET,Construction,08/15/2017,IEH,09/23/2017,IEH,16181.0,5678.0,0000048206,False,SCA
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 117 CLOSET,Construction,08/15/2017,IEH,09/23/2017,IEH,16181.0,5678.0,0000048206,False,IEH
10,X819,P.S. 207 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,10/23/2017,100000,99250.0,99250.0,0000845043,False,DIIT
10,X819,P.S. 207 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,06/14/2017,07/14/2017,10/23/2017,100000,99250.0,99250.0,0000845043,False,RESOA
10,X826,P.S. 226 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,08/03/2017,35000,34733.0,34733.0,0000845026,False,DIIT
10,X826,P.S. 226 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,08/03/2017,35000,34733.0,34733.0,0000845026,False,RESOA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000025015,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000751712,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797406,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797407,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797408,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797414,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000025015,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000751712,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797406,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797407,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797408,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,07/31/2012,10/16/2013,02/06/2014,176871,231443.0,225438.0,0000797414,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000025015,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000751712,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797406,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797407,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797408,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797414,False,SCA
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000025015,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000751712,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797406,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797407,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797408,False,CIP
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,03/19/2014,08/18/2014,12/03/2014,704052,672338.0,553042.0,0000797414,False,CIP
10,X859,P.S. 315 - BRONX,SCA IEH,IEH PO18-EXIT DOORS 2 AND 3; IN THE HALL,Construction,01/03/2017,IEH,07/01/2017,IEH,191148.0,11474.0,0000044799,False,SCA
10,X859,P.S. 315 - BRONX,SCA IEH,IEH PO18-EXIT DOORS 2 AND 3; IN THE HALL,Construction,01/03/2017,IEH,07/01/2017,IEH,191148.0,11474.0,0000044799,False,IEH
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Scope,03/23/2016,08/05/2016,03/08/2017,85074,138743.0,130662.0,0000843972,False,SCA
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Scope,03/23/2016,08/05/2016,03/08/2017,85074,138743.0,130662.0,0000866166,False,SCA
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Scope,03/23/2016,08/05/2016,03/08/2017,85074,138743.0,130662.0,0000866177,False,SCA
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Scope,03/23/2016,08/05/2016,03/08/2017,85074,138743.0,130662.0,0000843972,False,CIP
